Measurement,Count,Timestamp
pull_requests,9,2023-06-24 08:34:56
pull_requests,11,2023-06-25 08:34:48
pull_requests,8,2023-06-26 08:34:44
pull_requests,7,2023-06-27 08:34:39
pull_requests,10,2023-06-28 08:34:34
pull_requests,6,2023-06-29 08:34:19
pull_requests,5,2023-06-30 14:33:45
